age,marital,education,balance,housing,loan,duration,y
45,married,primary,3388,no,no,36,no
39,married,primary,1046,no,no,112,no
25,single,secondary,-191,yes,no,958,yes
38,divorced,secondary,1686,yes,no,9,no
34,single,secondary,6053,yes,no,26,no
41,single,secondary,2184,no,no,91,no
57,married,secondary,789,no,no,2635,no
49,divorced,tertiary,1115,no,no,138,no
46,married,tertiary,341,no,no,318,no
49,married,primary,226,yes,no,326,no
58,married,unknown,2445,no,no,1403,no
50,married,primary,0,no,no,179,no
43,divorced,secondary,6835,no,no,262,no
41,married,secondary,4178,no,no,168,no
37,married,secondary,1818,yes,no,193,no
53,married,secondary,208,no,no,333,no
45,married,tertiary,0,yes,no,50,no
43,married,unknown,-19,no,yes,241,no
37,married,tertiary,2685,no,no,187,no
56,married,tertiary,1062,no,no,37,no
50,married,secondary,17,no,no,189,no
59,divorced,secondary,602,no,no,89,no
53,divorced,secondary,0,no,no,101,no
36,married,tertiary,408,no,no,112,no
36,single,primary,2562,no,no,489,no
41,divorced,unknown,143,no,no,141,no
56,divorced,tertiary,-1968,no,no,60,no
39,single,tertiary,610,no,no,241,no
50,married,tertiary,89,no,no,35,no
50,married,primary,-141,yes,no,61,no
50,married,primary,29,no,no,135,no
38,single,secondary,3054,no,no,24,no
46,married,primary,4064,no,no,62,no
57,divorced,unknown,887,no,no,43,no
57,married,secondary,570,no,no,75,no
52,married,secondary,5614,yes,no,177,no
49,divorced,primary,912,no,no,170,no
57,married,unknown,2266,no,no,42,no
35,single,secondary,2830,no,no,22,no
50,married,primary,480,yes,no,99,no
56,divorced,primary,438,no,no,139,no
54,married,primary,-51,no,no,198,no
39,married,primary,4899,no,no,394,no
60,married,tertiary,2868,no,no,42,no
28,married,primary,103,yes,no,41,no
45,married,primary,360,no,no,98,no
52,married,primary,1624,no,no,114,no
56,married,tertiary,52,no,no,191,no
37,married,secondary,2209,no,no,167,no
30,married,tertiary,34,yes,yes,238,no
41,married,secondary,1273,no,no,73,no
51,married,secondary,37,no,yes,206,no
59,married,primary,6955,no,yes,179,no
39,single,tertiary,490,no,no,44,no
56,married,secondary,1860,yes,no,129,no
41,married,tertiary,3135,yes,yes,160,no
50,married,tertiary,67,no,yes,156,no
57,married,tertiary,0,yes,yes,512,no
36,single,secondary,1173,yes,yes,50,no
38,married,tertiary,2978,no,yes,65,no
32,married,secondary,1873,yes,yes,23,no
58,married,primary,4015,no,no,106,no
38,married,secondary,746,no,no,256,no
48,divorced,secondary,7,no,no,633,no
42,married,secondary,1002,no,no,109,no
56,married,secondary,337,yes,no,99,no
40,married,primary,746,no,no,246,no
56,married,primary,770,yes,no,59,no
60,divorced,tertiary,662,no,no,241,no
36,married,secondary,1736,yes,no,63,no
37,single,secondary,847,no,no,54,no
46,single,secondary,3494,yes,no,87,no
59,married,secondary,-162,yes,yes,122,no
43,married,primary,519,no,no,973,yes
46,married,primary,4,no,yes,166,no
39,married,secondary,0,no,no,375,no
56,divorced,primary,3,no,no,111,no
43,married,primary,1794,yes,no,35,no
51,married,secondary,806,no,no,32,no
46,married,secondary,0,no,no,625,no
55,married,secondary,0,yes,yes,124,no
58,married,secondary,683,no,no,157,no
60,married,secondary,1690,no,no,1467,yes
53,married,secondary,2057,yes,no,134,no
53,married,secondary,472,yes,yes,325,no
38,married,primary,15477,no,no,114,no
48,married,tertiary,5320,yes,no,792,yes
50,divorced,tertiary,261,no,no,155,no
35,single,secondary,250,no,no,170,no
45,single,primary,1006,no,no,124,no
38,married,secondary,0,yes,no,111,no
49,single,unknown,443,no,no,25,no
35,divorced,primary,1465,no,no,40,no
57,married,unknown,1054,no,no,25,no
47,divorced,tertiary,194,no,no,368,no
40,married,tertiary,2135,yes,no,95,no
44,married,secondary,522,no,yes,911,yes
53,married,secondary,1777,yes,no,253,no
59,married,tertiary,279,no,no,41,no
55,divorced,primary,0,no,no,398,no
56,single,secondary,4365,no,no,361,no
45,married,unknown,550,no,yes,97,no
31,married,primary,224,yes,no,20,no
49,married,primary,1119,yes,no,493,no
42,married,secondary,297,no,no,65,no
45,married,primary,4994,no,no,48,no
26,single,secondary,-46,yes,no,382,yes
40,divorced,tertiary,224,no,no,606,no
46,married,secondary,457,yes,yes,74,no
52,divorced,primary,1697,no,no,153,no
52,married,tertiary,2269,no,no,1210,yes
50,divorced,secondary,396,no,no,716,yes
42,married,secondary,0,yes,no,158,no
54,married,primary,2281,yes,no,158,no
48,divorced,tertiary,0,yes,yes,139,no
57,married,secondary,9689,yes,no,313,no
43,married,unknown,0,no,no,273,no
44,married,secondary,-1746,yes,no,218,no
43,married,unknown,1517,no,no,45,no
52,married,tertiary,1545,no,no,115,no
43,single,primary,0,no,no,280,no
35,married,secondary,165,no,yes,109,no
51,married,secondary,0,no,yes,179,no
42,single,unknown,61,no,no,115,no
44,married,secondary,-254,no,no,25,no
56,divorced,tertiary,310,no,no,75,no
42,married,primary,3717,no,no,235,no
38,married,unknown,933,no,no,95,no
35,married,secondary,347,no,no,231,no
41,divorced,tertiary,24055,no,yes,132,no
47,married,tertiary,1917,no,no,39,no
44,single,secondary,2886,no,no,31,no
50,married,unknown,-1137,yes,yes,64,no
54,married,unknown,386,no,yes,838,yes
38,married,secondary,1604,no,no,1276,no
43,married,secondary,584,no,no,27,no
39,single,secondary,759,yes,no,100,no
43,divorced,unknown,1,no,no,188,no
58,married,secondary,5523,no,no,141,no
44,married,primary,0,no,yes,144,no
57,married,secondary,468,yes,no,329,no
57,married,secondary,0,no,no,45,no
40,married,secondary,5807,yes,no,98,no
44,married,secondary,179,yes,no,75,no
44,single,primary,10984,no,no,258,no
40,married,secondary,109,no,no,402,no
54,married,primary,1463,no,no,60,no
40,divorced,secondary,1876,no,yes,269,no
56,married,tertiary,0,no,yes,422,yes
37,married,secondary,1038,no,no,307,no
57,married,tertiary,9311,no,no,485,no
50,divorced,secondary,0,yes,no,174,no
57,married,tertiary,9103,no,yes,1098,yes
30,divorced,secondary,457,yes,no,115,no
43,single,tertiary,126,yes,no,351,no
46,divorced,primary,0,no,no,62,no
41,married,secondary,0,no,no,89,no
43,married,secondary,0,yes,no,113,no
49,married,primary,923,no,no,471,no
36,married,tertiary,1355,yes,no,256,no
55,married,secondary,5,no,no,108,no
41,married,secondary,167,no,no,48,no
38,married,secondary,1005,no,no,76,no
35,married,primary,14,yes,no,35,no
55,divorced,secondary,1735,no,no,375,no
47,divorced,secondary,287,no,no,63,no
52,married,tertiary,0,no,no,166,no
41,single,primary,-206,no,no,342,no
36,married,secondary,0,no,no,332,no
56,married,secondary,878,no,no,123,no
53,divorced,secondary,-223,no,no,160,no
57,married,primary,1466,no,no,326,no
56,married,secondary,3164,no,no,245,no
44,married,tertiary,2400,no,no,82,no
40,married,secondary,408,yes,no,37,no
41,married,tertiary,0,no,no,95,no
47,married,primary,2559,no,no,374,no
36,single,tertiary,977,no,no,172,no
45,married,primary,0,no,yes,74,no
57,married,tertiary,27069,no,yes,174,no
48,married,secondary,3260,no,no,111,no
56,married,unknown,665,yes,no,109,no
46,married,primary,296,yes,no,205,no
56,married,unknown,0,no,no,471,no
27,married,secondary,-48,yes,no,168,no
38,married,tertiary,0,yes,no,211,no
60,married,secondary,0,no,no,105,no
25,married,secondary,-306,yes,no,534,no
37,married,secondary,43,yes,no,250,no
41,married,secondary,-771,no,yes,343,no
42,married,tertiary,-215,no,no,1573,yes
56,married,secondary,549,no,yes,181,no
47,married,secondary,302,yes,no,89,no
28,married,secondary,-494,yes,no,232,no
49,divorced,tertiary,557,yes,no,126,no
56,married,secondary,5879,no,no,237,no
51,married,tertiary,3045,no,yes,208,no
60,married,secondary,196,no,no,583,no
50,married,primary,1098,no,no,174,no
36,single,secondary,7123,no,no,26,no
52,married,secondary,1500,no,yes,109,no
51,married,secondary,1295,no,yes,288,no
43,married,secondary,672,yes,no,14,no
20,single,secondary,-322,yes,no,73,no
36,married,primary,44,no,no,11,no
47,married,secondary,1111,no,no,415,no
39,single,secondary,470,yes,no,44,no
53,married,primary,3975,no,no,23,no
38,divorced,tertiary,348,no,no,446,no
29,single,secondary,908,yes,no,1663,yes
60,married,primary,4722,no,no,459,no
43,married,secondary,506,no,no,398,no
47,married,tertiary,1694,no,yes,560,yes
55,married,primary,16,no,no,64,no
42,married,secondary,-9,no,no,248,no
39,divorced,secondary,80,no,no,124,no
51,married,secondary,495,yes,yes,154,no
57,married,tertiary,-92,yes,yes,1617,yes
39,divorced,tertiary,-251,no,no,421,no
60,married,secondary,1393,no,no,591,no
47,married,secondary,1121,no,no,454,no
57,married,unknown,5,no,no,165,no
37,married,secondary,1549,yes,no,161,no
40,married,primary,0,no,no,618,no
38,married,secondary,293,no,no,70,no
41,married,secondary,2067,yes,no,120,no
36,single,primary,207,no,no,1478,no
47,married,tertiary,33,yes,yes,14,no
56,married,secondary,475,yes,yes,110,no
46,married,secondary,101,yes,no,40,no
40,married,secondary,188,yes,yes,570,yes
36,divorced,tertiary,0,no,no,519,no
44,married,secondary,251,no,no,14,no
59,married,secondary,544,no,no,67,no
54,married,secondary,515,no,yes,825,no
41,divorced,tertiary,-319,no,no,263,no
38,single,tertiary,2885,yes,no,1422,yes
45,married,primary,186,no,no,554,no
34,married,secondary,490,yes,no,55,no
39,divorced,primary,4168,yes,no,172,no
37,married,tertiary,142,no,no,553,no
38,single,unknown,9669,no,no,15,no
56,married,primary,954,no,no,81,no
39,divorced,secondary,127,no,no,150,no
44,divorced,tertiary,2237,yes,no,125,no
38,married,primary,3419,yes,no,324,no
47,married,secondary,-57,no,yes,93,no
36,married,secondary,0,yes,no,156,no
32,single,secondary,2326,yes,no,62,no
55,married,primary,2074,no,no,19,no
42,married,secondary,396,no,yes,47,no
49,married,primary,2,yes,no,16,no
52,married,primary,-107,yes,yes,134,no
31,married,secondary,1361,yes,no,176,no
48,married,secondary,10724,no,no,238,no
50,divorced,unknown,2812,yes,no,17,no
43,married,tertiary,177,no,no,9,no
30,married,secondary,685,yes,no,25,no
45,married,tertiary,904,yes,yes,14,no
42,married,primary,161,yes,no,365,no
39,married,primary,12,no,no,210,no
43,married,primary,377,no,yes,11,no
37,married,secondary,0,no,no,12,no
36,single,primary,1313,yes,no,8,no
37,married,secondary,3728,no,no,55,no
36,single,primary,79,no,no,9,no
59,divorced,secondary,0,no,no,13,no
35,married,secondary,273,no,no,28,no
54,divorced,tertiary,1241,no,no,17,no
54,divorced,tertiary,1323,no,no,47,no
37,single,secondary,3876,no,no,8,no
56,married,primary,3643,no,no,11,no
45,married,unknown,1557,no,no,158,no
58,married,primary,741,no,no,81,no
39,married,secondary,3832,yes,no,14,no
38,divorced,tertiary,155,yes,no,25,no
45,divorced,secondary,5163,no,no,9,no
42,married,secondary,494,no,no,154,no
37,married,primary,1779,yes,no,34,no
39,married,secondary,1654,no,no,264,no
46,married,secondary,12186,no,no,29,no
52,married,secondary,2206,yes,no,20,no
42,divorced,tertiary,0,no,no,85,no
39,single,unknown,0,no,no,13,no
47,married,secondary,505,no,no,152,no
24,single,primary,126,yes,no,10,no
52,married,primary,911,no,no,29,no
38,single,tertiary,1113,no,no,34,no
34,married,primary,0,yes,yes,34,no
29,single,secondary,-498,yes,no,17,no
49,divorced,secondary,3394,yes,no,14,no
37,married,unknown,3075,no,no,29,no
53,married,unknown,6859,yes,no,32,no
56,divorced,primary,0,no,no,134,no
47,married,tertiary,2820,no,no,92,no
48,divorced,tertiary,0,no,no,26,no
33,single,secondary,13494,yes,no,27,no
40,married,primary,258,no,no,14,no
47,married,secondary,44,no,no,15,no
38,single,secondary,530,no,no,17,no
44,married,tertiary,1286,yes,no,268,no
38,single,secondary,258,no,yes,587,no
42,single,unknown,4800,no,no,10,no
46,married,tertiary,974,yes,no,652,no
31,single,unknown,813,yes,no,16,no
36,single,secondary,760,no,no,9,no
51,married,tertiary,-265,yes,no,435,no
41,divorced,primary,1498,no,no,10,no
51,married,secondary,325,yes,no,123,no
35,divorced,primary,118,no,no,12,no
50,married,secondary,1088,yes,no,179,no
53,married,tertiary,77,no,no,13,no
55,single,secondary,11,no,no,14,no
48,married,secondary,71,no,no,524,no
57,divorced,secondary,1168,no,no,74,no
48,divorced,primary,2677,no,no,23,no
41,married,secondary,0,no,no,850,no
42,single,tertiary,-56,yes,no,126,no
24,single,tertiary,39,yes,no,15,no
52,married,primary,649,yes,yes,7,no
53,married,secondary,-214,yes,no,49,no
47,divorced,tertiary,2515,no,no,40,no
36,divorced,secondary,853,no,no,15,no
53,married,primary,57,yes,no,4,no
37,married,secondary,1483,no,no,32,no
60,divorced,tertiary,2166,no,no,8,no
51,married,primary,1550,no,no,12,no
47,married,tertiary,12276,no,no,77,no
47,married,tertiary,3556,yes,no,130,no
52,married,primary,64,no,no,9,no
36,divorced,secondary,1573,yes,no,17,no
52,divorced,secondary,280,no,no,8,no
38,married,primary,-522,yes,yes,18,no
51,married,secondary,3984,no,no,7,no
48,married,primary,1876,yes,no,11,no
37,single,unknown,146,yes,no,16,no
43,married,secondary,-312,yes,no,26,no
56,married,unknown,0,no,no,39,no
42,married,tertiary,1430,yes,yes,16,no
52,divorced,tertiary,-297,yes,no,11,no
43,married,tertiary,819,no,no,285,no
37,married,primary,5052,yes,no,37,no
43,married,primary,-59,yes,no,205,no
36,married,secondary,976,no,no,408,no
33,married,tertiary,0,yes,no,27,no
29,single,secondary,142,yes,yes,312,no
38,married,tertiary,6209,no,no,46,no
42,divorced,secondary,3253,no,no,18,no
46,divorced,secondary,0,no,no,1023,yes
40,married,secondary,-283,no,no,253,no
41,married,primary,188,yes,yes,10,no
43,single,secondary,985,yes,yes,51,no
37,single,tertiary,344,no,no,407,no
45,divorced,primary,3854,yes,no,10,no
52,single,unknown,0,no,no,9,no
44,divorced,secondary,456,no,no,110,no
49,divorced,secondary,947,no,no,808,yes
38,married,tertiary,6999,no,no,11,no
38,married,secondary,-627,yes,yes,176,no
46,divorced,unknown,3390,no,no,152,no
51,married,tertiary,4655,no,no,44,no
45,married,secondary,625,no,no,13,no
41,married,tertiary,15,no,no,13,no
46,married,tertiary,5464,no,no,79,no
52,single,primary,3421,no,no,212,no
57,married,primary,1592,no,yes,78,no
50,married,secondary,213,yes,yes,87,no
43,single,secondary,740,yes,no,585,yes
43,married,primary,-41,no,no,8,no
42,married,secondary,671,yes,no,10,no
55,single,secondary,1539,no,no,65,no
47,married,tertiary,1855,no,no,129,no
55,married,secondary,241,yes,no,14,no
38,married,secondary,1409,yes,no,9,no
55,married,tertiary,4777,no,yes,12,no
53,married,secondary,4601,yes,no,100,no
56,married,unknown,9246,no,no,143,no
31,single,secondary,1016,yes,no,9,no
31,married,secondary,356,yes,no,228,no
39,married,unknown,9716,no,no,86,no
45,married,tertiary,655,no,no,693,yes
35,married,secondary,2672,no,no,8,no
36,married,secondary,1132,yes,yes,258,no
39,single,secondary,6512,no,no,16,no
52,divorced,secondary,765,yes,no,27,no
39,married,tertiary,3,no,no,12,no
39,married,unknown,378,no,no,17,no
50,married,primary,537,yes,no,11,no
38,married,secondary,2685,no,no,22,no
60,married,tertiary,651,no,no,155,no
59,married,primary,2814,no,no,81,no
39,married,secondary,2765,yes,yes,116,no
36,single,secondary,449,yes,no,136,no
57,single,secondary,316,no,no,8,no
40,single,secondary,142,no,yes,14,no
39,divorced,secondary,1062,yes,no,10,no
41,divorced,secondary,1588,yes,yes,10,no
27,single,primary,553,yes,no,157,no
46,divorced,tertiary,7318,no,no,11,no
55,divorced,secondary,166,no,no,84,no
36,divorced,tertiary,563,no,no,10,no
43,married,secondary,-879,yes,no,199,no
54,single,tertiary,3233,no,no,17,no
43,married,secondary,0,no,no,804,no
60,married,tertiary,3895,no,yes,28,no
58,married,secondary,0,no,no,241,no
51,married,tertiary,1069,no,no,27,no
57,married,primary,8403,no,no,11,no
42,single,secondary,1601,no,no,23,no
51,single,primary,604,no,no,43,no
55,divorced,unknown,1276,no,no,8,no
34,married,primary,455,yes,no,372,no
36,single,secondary,129,yes,no,200,no
56,married,secondary,277,no,no,9,no
29,single,tertiary,1422,yes,yes,29,no
32,single,tertiary,1804,yes,no,73,no
32,married,primary,209,yes,yes,8,no
39,married,secondary,281,no,no,78,no
53,divorced,secondary,797,no,no,14,no
35,married,secondary,322,yes,yes,590,no
49,married,tertiary,6138,no,no,100,no
36,married,tertiary,682,yes,no,13,no
49,married,primary,4134,no,no,40,no
47,married,primary,643,yes,no,18,no
45,married,unknown,1577,no,no,16,no
30,single,secondary,157,yes,no,74,no
43,married,tertiary,445,no,yes,196,no
24,married,secondary,867,yes,no,546,yes
49,divorced,secondary,1669,yes,no,34,no
41,single,secondary,1147,yes,no,17,no
44,married,secondary,5597,no,no,27,no
54,divorced,primary,22,no,no,23,no
41,married,tertiary,306,yes,no,102,no
53,married,primary,3166,no,no,14,no
30,married,secondary,-1049,yes,no,160,no
40,single,secondary,1400,no,no,20,no
58,married,tertiary,0,no,no,22,no
40,married,primary,4,no,no,287,no
39,married,secondary,-1002,yes,no,9,no
37,married,secondary,0,yes,no,26,no
53,divorced,secondary,1287,no,no,12,no
57,married,secondary,1794,no,yes,13,no
60,married,secondary,2058,no,no,48,no
